user_id,movie_id,rating,timestamp,name,age,gender,preferred_genres,title,genre,release_year,match_score,tag
81,47,5,2020-07-31T11:04:13,Sarah,38,Male,"Romance, Thriller, Comedy",Feel out,Sci-Fi,2020,,
5,140,2,2023-05-24T21:02:19,Catherine,25,Other,"Action, Romance, Horror",Real cell benefit,"Action, Romance, Horror",2014,,
29,246,1,2020-08-07T15:45:36,Erica,42,Other,"Sci-Fi, Drama, Action",That bank,Comedy,1984,,
4,149,2,2020-06-06T10:13:42,Elizabeth,60,Male,"Sci-Fi, Thriller, Romance",Test operation expect,"Comedy, Romance",2021,,
10,246,4,2023-10-23T19:46:48,Yvonne,28,Female,"Horror, Comedy, Thriller",That bank,Comedy,1984,,
56,395,3,2025-03-15T23:16:04,Lee,64,Other,"Action, Drama, Horror",First blue,"Sci-Fi, Comedy, Horror",1986,,
17,487,2,2022-05-08T17:49:21,Robert,39,Male,"Drama, Action, Horror",Him project,"Sci-Fi, Drama, Action",2005,,
74,476,3,2021-08-07T01:37:30,Jasmin,31,Female,"Thriller, Romance, Horror",Audience,"Sci-Fi, Drama",2004,,
17,5,1,2020-08-20T20:05:36,Robert,39,Male,"Drama, Action, Horror",Clearly political big show,Comedy,2016,,
84,465,5,2021-02-06T13:59:42,Lindsay,35,Male,"Comedy, Action, Sci-Fi",Call item finish,"Thriller, Sci-Fi, Drama",1988,,
88,184,5,2022-10-14T15:02:20,Diana,42,Other,"Romance, Comedy, Thriller",Receive,"Action, Horror",1994,,
69,20,3,2021-06-09T20:47:19,Amy,43,Male,"Action, Thriller, Horror",Term interesting with,"Action, Sci-Fi, Comedy",2011,,
34,425,5,2021-09-25T18:17:30,Dana,32,Female,"Comedy, Sci-Fi, Drama",Speech fine get,Horror,2000,,
6,46,2,2024-01-13T20:21:13,Marcus,38,Other,"Action, Thriller, Sci-Fi",Listen even likely,"Horror, Drama, Action",1986,,
53,12,3,2020-02-10T00:56:50,Benjamin,24,Other,"Thriller, Action, Sci-Fi",Amount,"Thriller, Romance, Horror",2011,,
66,70,4,2020-03-24T08:32:13,Lori,21,Male,"Action, Thriller, Drama",Family development,Horror,2011,,
77,17,2,2020-07-27T02:53:34,Danielle,25,Other,"Sci-Fi, Thriller, Drama",Policy accept,"Horror, Romance, Sci-Fi",2005,,
43,371,2,2022-06-19T22:52:55,Ronnie,35,Female,"Romance, Drama, Thriller",Second energy third age,"Thriller, Horror",2022,,
75,147,2,2023-10-19T22:29:39,Andrew,48,Other,"Comedy, Romance, Thriller",Power turn hard,"Drama, Sci-Fi",1997,,
23,154,4,2020-01-28T22:35:33,Amanda,19,Female,"Action, Sci-Fi, Comedy",Improve forward,"Horror, Drama",2011,0.87,
55,304,1,2024-10-11T12:20:39,Latasha,25,Male,"Thriller, Sci-Fi, Drama",Support,"Thriller, Action",2005,,
80,108,5,2025-04-01T22:10:11,Cody,57,Male,"Action, Drama, Thriller",Water same purpose,Action,1996,,
95,236,3,2024-04-06T19:27:17,Brittney,42,Other,"Sci-Fi, Thriller, Action",Decade west,Romance,1991,,
75,308,1,2022-06-03T00:12:42,Andrew,48,Other,"Comedy, Romance, Thriller",Bill resource,"Horror, Drama, Sci-Fi",1983,,
16,352,3,2023-01-18T05:01:44,Ryan,20,Female,"Drama, Thriller, Romance",Describe plan,"Drama, Sci-Fi, Thriller",1998,,
8,70,5,2022-11-09T20:50:41,Joshua,36,Other,"Romance, Action, Thriller",Family development,Horror,2011,,
4,183,4,2023-06-11T02:34:30,Elizabeth,60,Male,"Sci-Fi, Thriller, Romance",Stay animal necessary,"Drama, Action, Horror",2002,,
4,250,2,2020-03-02T01:47:55,Elizabeth,60,Male,"Sci-Fi, Thriller, Romance",Allow grow,Drama,2005,,
56,228,2,2020-10-26T11:04:19,Lee,64,Other,"Action, Drama, Horror",Investment media next,"Horror, Thriller",2019,,
25,102,4,2023-09-23T09:21:13,Carolyn,50,Other,"Thriller, Comedy, Action",Pressure pretty old,"Comedy, Romance, Horror",1993,,
67,75,1,2021-02-25T09:24:08,Rebekah,46,Female,"Thriller, Drama, Comedy",Able too,Sci-Fi,1995,,
96,417,1,2022-04-16T04:31:02,Joy,24,Female,"Action, Horror, Drama",Director road class,Comedy,1982,,
67,446,3,2023-10-05T14:33:56,Rebekah,46,Female,"Thriller, Drama, Comedy",Involve above happen,"Drama, Sci-Fi",2011,,
27,216,4,2023-09-10T14:42:52,Katherine,39,Other,"Sci-Fi, Drama, Comedy",Campaign focus,Comedy,2007,,
93,407,1,2023-07-14T22:29:28,Traci,62,Male,"Horror, Thriller, Sci-Fi",Yes bar attorney,"Comedy, Thriller",2018,,
32,399,4,2021-04-08T15:30:36,Elizabeth,45,Male,"Comedy, Horror, Sci-Fi",Scientist worker upon,"Comedy, Drama",1985,0.94,
32,399,4,2021-04-08T15:30:36,Elizabeth,45,Male,"Comedy, Horror, Sci-Fi",Scientist worker upon,"Comedy, Drama",1985,0.53,
50,411,5,2023-03-30T22:28:48,Janice,37,Male,"Romance, Action, Horror",Study responsibility cell,Drama,1999,,
61,203,2,2023-08-03T15:25:58,Alexander,57,Other,"Thriller, Sci-Fi, Romance",Poor car,Sci-Fi,1983,,
51,192,2,2021-12-31T14:35:20,Stephanie,45,Female,"Horror, Romance, Thriller",Former focus,"Comedy, Horror",2001,,
19,249,2,2022-12-04T17:16:53,Michael,41,Other,"Action, Romance, Drama",Institution piece religious,"Drama, Action",2005,,
21,499,4,2024-07-04T15:56:20,Jennifer,47,Male,"Thriller, Drama, Romance",Recent expert,"Action, Horror, Thriller",2007,,
5,242,4,2023-02-27T21:58:48,Catherine,25,Other,"Action, Romance, Horror",Administration board,Sci-Fi,1993,,
82,465,3,2021-04-30T10:59:53,Philip,33,Other,"Romance, Comedy, Action",Call item finish,"Thriller, Sci-Fi, Drama",1988,,
92,179,2,2021-05-29T11:46:13,Ryan,32,Female,"Sci-Fi, Horror, Drama",By,"Thriller, Action, Romance",1987,,
42,437,3,2021-02-24T18:36:59,Jennifer,56,Other,"Comedy, Sci-Fi, Romance",Act adult,"Romance, Sci-Fi, Drama",1994,,
61,462,2,2025-01-17T13:31:32,Alexander,57,Other,"Thriller, Sci-Fi, Romance",Result mention yet,"Comedy, Horror, Romance",2015,,
22,219,3,2020-03-28T22:45:19,Brian,55,Other,"Comedy, Sci-Fi, Action",Animal order piece,Drama,2005,,
21,82,3,2023-08-20T19:13:25,Jennifer,47,Male,"Thriller, Drama, Romance",Program home,"Action, Thriller",1987,,
70,92,5,2021-12-17T23:53:53,Charles,61,Female,"Thriller, Action, Romance",Loss you,"Drama, Sci-Fi, Horror",1997,,
1,435,3,2020-01-03T06:22:01,Daniel,56,Other,"Sci-Fi, Action, Thriller",Watch say,Comedy,2020,,help
5,175,4,2024-04-17T12:59:02,Catherine,25,Other,"Action, Romance, Horror",Blood note,"Comedy, Action, Romance",1986,,study
12,239,3,2020-06-22T01:55:49,Jermaine,41,Female,"Thriller, Comedy, Horror",Station lay quite,"Horror, Drama",2016,,
90,260,2,2022-10-25T04:20:01,Andrew,58,Other,"Thriller, Horror, Sci-Fi",Around brother design,"Romance, Sci-Fi",2015,,
46,391,3,2020-06-29T10:51:38,Daniel,31,Other,"Romance, Horror, Action",Bit stop gun,Comedy,1987,,
34,365,1,2022-01-05T18:41:37,Dana,32,Female,"Comedy, Sci-Fi, Drama",Myself back,Drama,1993,,
49,163,2,2024-08-28T03:51:54,Deborah,19,Male,"Thriller, Sci-Fi, Horror",Out cover,Thriller,2019,,
78,48,1,2024-02-24T09:03:16,Jasmine,31,Female,"Horror, Romance, Thriller",Natural suddenly bed,"Thriller, Drama",2012,,
90,329,2,2024-01-26T10:11:15,Andrew,58,Other,"Thriller, Horror, Sci-Fi",Also price,"Drama, Comedy, Action",1991,,
45,328,4,2021-03-17T00:14:54,Kim,42,Male,"Drama, Comedy, Sci-Fi",Management staff,Sci-Fi,2016,,
27,116,4,2020-01-07T02:38:27,Katherine,39,Other,"Sci-Fi, Drama, Comedy",South father official,Comedy,1987,,
73,429,4,2021-05-25T06:33:04,Joseph,53,Other,"Comedy, Drama, Romance",Between realize,Action,2016,,
26,337,1,2024-09-22T12:08:50,Misty,29,Male,"Horror, Drama, Thriller",Single drive occur,"Horror, Romance, Comedy",1999,,
47,337,5,2021-02-05T19:04:45,Ruth,26,Other,"Thriller, Action, Sci-Fi",Single drive occur,"Horror, Romance, Comedy",1999,,
86,369,2,2022-05-06T16:23:10,Herbert,41,Male,"Romance, Comedy, Drama",Mention contain former,"Drama, Romance, Sci-Fi",2002,0.57,
56,225,4,2021-11-10T14:00:32,Lee,64,Other,"Action, Drama, Horror",Against once figure,"Sci-Fi, Comedy",2013,,
94,352,2,2021-06-15T23:21:29,Jennifer,18,Male,"Thriller, Sci-Fi, Action",Describe plan,"Drama, Sci-Fi, Thriller",1998,,
63,328,1,2021-07-19T23:16:28,Hannah,19,Female,"Drama, Comedy, Romance",Management staff,Sci-Fi,2016,,
48,147,5,2020-07-12T15:49:51,Jennifer,43,Other,"Comedy, Sci-Fi, Thriller",Power turn hard,"Drama, Sci-Fi",1997,,
61,63,1,2021-04-21T21:32:44,Alexander,57,Other,"Thriller, Sci-Fi, Romance",See man,Drama,1995,,
81,294,2,2024-03-28T08:01:15,Sarah,38,Male,"Romance, Thriller, Comedy",Here character live,Horror,2010,,
26,323,5,2024-01-27T10:56:50,Misty,29,Male,"Horror, Drama, Thriller",Return college,"Drama, Romance",2018,,
36,443,5,2024-01-31T23:07:57,Lori,61,Other,"Thriller, Action, Drama",Room continue,"Drama, Horror",1990,,
1,325,1,2020-06-16T05:49:25,Daniel,56,Other,"Sci-Fi, Action, Thriller",Later else,"Thriller, Sci-Fi",2003,,
8,13,4,2023-11-07T14:23:06,Joshua,36,Other,"Romance, Action, Thriller",Site should should above,Comedy,2012,,
99,431,2,2022-03-29T02:55:30,Sarah,18,Female,"Horror, Comedy, Thriller",Work name police,"Sci-Fi, Action",2014,,
52,494,3,2020-03-04T22:00:44,Anthony,64,Male,"Romance, Drama, Thriller",Sit agree Republican,Comedy,2020,,
79,189,3,2024-06-01T23:26:13,Lindsay,40,Male,"Action, Comedy, Sci-Fi",Message father,"Horror, Sci-Fi",2002,,
47,287,1,2020-11-04T21:32:29,Ruth,26,Other,"Thriller, Action, Sci-Fi",Material back,"Horror, Action, Comedy",2012,,
56,208,2,2020-03-20T03:26:50,Lee,64,Other,"Action, Drama, Horror",Explain job know,"Comedy, Drama, Romance",2019,,
86,114,2,2022-02-21T11:34:05,Herbert,41,Male,"Romance, Comedy, Drama",Democratic score together tree,Sci-Fi,2017,,
14,480,1,2025-01-30T17:44:03,Melinda,57,Other,"Comedy, Drama, Action",Full start,"Horror, Sci-Fi",1984,,
90,22,2,2023-05-27T22:49:41,Andrew,58,Other,"Thriller, Horror, Sci-Fi",Another,Romance,1990,,
28,349,4,2022-12-25T02:23:08,Melanie,61,Male,"Drama, Thriller, Comedy",You first up,Horror,2007,,
87,214,1,2025-04-01T03:36:06,Megan,43,Other,"Sci-Fi, Horror, Comedy",Go lead,"Comedy, Drama, Action",1996,0.49,
78,171,4,2021-02-08T03:18:57,Jasmine,31,Female,"Horror, Romance, Thriller",Back approach,Drama,2014,,
88,323,2,2022-03-11T23:02:10,Diana,42,Other,"Romance, Comedy, Thriller",Return college,"Drama, Romance",2018,,
2,54,1,2020-10-30T04:53:30,Ryan,46,Other,"Sci-Fi, Drama, Comedy",See within whom,Sci-Fi,1990,,our
26,394,2,2022-08-23T03:37:38,Misty,29,Male,"Horror, Drama, Thriller",Stay sit,"Romance, Horror, Thriller",1996,0.25,
14,298,1,2023-09-14T07:30:56,Melinda,57,Other,"Comedy, Drama, Action",Bag such set,"Thriller, Horror",1996,,
59,320,2,2021-01-26T21:12:46,Ariel,34,Male,"Romance, Comedy, Thriller",High television understand,"Action, Sci-Fi",2014,,
56,126,4,2020-12-12T15:22:11,Lee,64,Other,"Action, Drama, Horror",Ten,Thriller,1998,,
7,277,4,2023-07-16T23:54:15,Colleen,56,Male,"Comedy, Thriller, Romance",Everybody scientist improve,"Sci-Fi, Horror",2003,,
3,464,2,2022-05-06T06:38:11,Philip,32,Other,"Comedy, Thriller, Action",Particularly,Romance,1996,,expect
23,204,1,2020-10-13T08:50:54,Amanda,19,Female,"Action, Sci-Fi, Comedy",Strong think,"Sci-Fi, Thriller",1985,,
18,194,3,2022-07-22T17:57:52,Ashley,19,Other,"Romance, Action, Horror",Character we may simply,"Action, Horror",2021,,
38,169,4,2024-07-04T11:15:38,Suzanne,54,Other,"Comedy, Romance, Drama",Really carry,"Comedy, Romance",2021,,
99,152,4,2025-04-03T22:20:28,Sarah,18,Female,"Horror, Comedy, Thriller",Debate behavior,"Horror, Comedy, Thriller",2019,,
15,35,3,2023-05-23T03:34:30,Maria,41,Male,"Action, Horror, Thriller",Some machine,Comedy,1995,,
64,184,2,2020-09-19T14:23:24,Mary,23,Female,"Thriller, Romance, Action",Receive,"Action, Horror",1994,,
89,286,1,2021-01-08T15:57:04,Jessica,62,Female,"Romance, Horror, Comedy",Whether pressure,"Romance, Horror",1980,,
28,57,2,2022-03-22T07:39:15,Melanie,61,Male,"Drama, Thriller, Comedy",Catch method,"Romance, Thriller",2002,,camera
74,222,5,2024-06-24T16:12:42,Jasmin,31,Female,"Thriller, Romance, Horror",Image necessary weight,Sci-Fi,1991,,
39,303,4,2022-10-29T17:18:46,Michelle,24,Other,"Comedy, Sci-Fi, Horror",Form century,"Drama, Romance",1989,,
57,163,5,2020-05-02T02:15:09,Patricia,52,Other,"Comedy, Horror, Action",Out cover,Thriller,2019,,
17,19,4,2024-09-22T21:57:49,Robert,39,Male,"Drama, Action, Horror",Everybody,"Action, Comedy, Thriller",1985,,
86,370,4,2020-06-09T13:50:11,Herbert,41,Male,"Romance, Comedy, Drama",Key position,"Thriller, Comedy",2008,,
90,264,5,2022-05-01T12:34:20,Andrew,58,Other,"Thriller, Horror, Sci-Fi",Well form,"Horror, Thriller, Action",1998,,
44,282,5,2022-08-02T06:26:34,Rebecca,21,Female,"Horror, Romance, Thriller",Series respond meet industry,"Thriller, Romance",2022,,
25,113,2,2025-01-02T05:19:41,Carolyn,50,Other,"Thriller, Comedy, Action",Age interest miss,"Horror, Comedy",2009,,
17,488,5,2024-01-11T23:53:44,Robert,39,Male,"Drama, Action, Horror",Situation,Horror,2004,,
13,327,2,2021-07-08T17:42:13,Hannah,53,Male,"Drama, Thriller, Comedy",Store over,"Action, Romance, Thriller",2011,,
84,30,2,2023-03-25T00:35:08,Lindsay,35,Male,"Comedy, Action, Sci-Fi",Hundred car section,Action,1990,,suddenly
25,135,2,2020-12-01T07:55:24,Carolyn,50,Other,"Thriller, Comedy, Action",Price sea,"Comedy, Action, Horror",2020,0.47,
68,67,4,2020-04-01T08:29:11,Amber,35,Male,"Action, Comedy, Romance",Area wind,Comedy,1991,,
10,65,4,2022-03-21T00:28:30,Yvonne,28,Female,"Horror, Comedy, Thriller",Sign bad couple tax,"Comedy, Thriller, Sci-Fi",1981,,
67,292,5,2022-07-09T00:07:16,Rebekah,46,Female,"Thriller, Drama, Comedy",Model,"Romance, Action",1992,,
18,25,4,2021-09-04T03:35:57,Ashley,19,Other,"Romance, Action, Horror",So fight,"Romance, Drama, Sci-Fi",2003,,
100,37,5,2021-04-07T03:06:15,Brandon,61,Male,"Comedy, Drama, Horror",Issue but,"Thriller, Romance",1982,,
86,1,4,2023-07-06T09:32:03,Herbert,41,Male,"Romance, Comedy, Drama",Right,Thriller,1991,,
34,399,1,2023-05-02T15:10:38,Dana,32,Female,"Comedy, Sci-Fi, Drama",Scientist worker upon,"Comedy, Drama",1985,,
8,37,1,2024-07-24T22:38:06,Joshua,36,Other,"Romance, Action, Thriller",Issue but,"Thriller, Romance",1982,,
40,141,5,2024-12-03T09:40:41,Eric,38,Male,"Horror, Sci-Fi, Thriller",Others,"Action, Drama",2012,0.72,
83,232,4,2024-10-28T12:29:37,Courtney,62,Female,"Action, Sci-Fi, Thriller",Prepare whole,"Horror, Action",1984,,
42,136,4,2021-01-22T15:25:55,Jennifer,56,Other,"Comedy, Sci-Fi, Romance",Perform tough,"Drama, Romance",2016,,
41,389,2,2020-11-28T05:03:52,Matthew,26,Other,"Comedy, Drama, Thriller",Evening like again,Action,2017,,
6,188,3,2022-02-09T02:27:33,Marcus,38,Other,"Action, Thriller, Sci-Fi",Keep truth somebody,"Thriller, Romance, Horror",2011,,
52,128,5,2021-02-04T09:28:24,Anthony,64,Male,"Romance, Drama, Thriller",Author response tax,"Comedy, Drama, Horror",2014,,
26,201,3,2021-06-22T09:45:56,Misty,29,Male,"Horror, Drama, Thriller",Life million leader smile,Sci-Fi,1984,,
64,127,3,2021-10-23T03:40:45,Mary,23,Female,"Thriller, Romance, Action",Couple his,"Drama, Romance, Horror",1983,0.91,
98,257,5,2020-03-09T13:28:27,Catherine,41,Other,"Comedy, Thriller, Romance",Live indeed,Drama,2002,,smile
59,164,4,2024-02-25T00:45:50,Ariel,34,Male,"Romance, Comedy, Thriller",Instead third,Romance,2012,,
56,35,5,2021-11-22T12:24:43,Lee,64,Other,"Action, Drama, Horror",Some machine,Comedy,1995,,policy
59,194,3,2020-12-23T21:22:49,Ariel,34,Male,"Romance, Comedy, Thriller",Character we may simply,"Action, Horror",2021,,
70,191,4,2021-10-18T13:06:52,Charles,61,Female,"Thriller, Action, Romance",Talk tough,Drama,2004,,
33,104,1,2022-07-21T11:07:15,Tasha,33,Male,"Drama, Sci-Fi, Romance",Push wear,"Romance, Sci-Fi",1999,,
53,23,5,2023-08-13T17:44:06,Benjamin,24,Other,"Thriller, Action, Sci-Fi",Direction enough ready,"Action, Romance, Thriller",1996,,
22,265,5,2023-09-25T02:51:26,Brian,55,Other,"Comedy, Sci-Fi, Action",System look have,"Action, Horror, Drama",2011,0.58,
21,290,4,2020-02-29T02:00:11,Jennifer,47,Male,"Thriller, Drama, Romance",Few company tend,"Action, Thriller",2022,,
70,430,1,2022-01-31T10:13:03,Charles,61,Female,"Thriller, Action, Romance",Century management,"Thriller, Horror",2015,,
70,462,1,2023-02-07T17:18:01,Charles,61,Female,"Thriller, Action, Romance",Result mention yet,"Comedy, Horror, Romance",2015,,
4,384,4,2022-04-28T12:32:47,Elizabeth,60,Male,"Sci-Fi, Thriller, Romance",Cup home because house,Romance,2006,,
94,260,2,2022-07-19T16:29:00,Jennifer,18,Male,"Thriller, Sci-Fi, Action",Around brother design,"Romance, Sci-Fi",2015,,
75,414,5,2021-04-30T02:08:07,Andrew,48,Other,"Comedy, Romance, Thriller",Administration girl arm,Romance,2020,,
62,479,5,2023-03-28T06:11:41,Jeffrey,21,Other,"Romance, Comedy, Sci-Fi",Air nor,"Action, Sci-Fi, Thriller",2009,,
